date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:57:14	1054233/1054233	---MCZ	200	added ('OK')	text/html	etag:W/%22b6c5fcaa19bfb6c2d0872191b57b01cf%22	https://studioslowpace.wixsite.com/slowpacestudio/%e8%81%af%e7%b5%a1%e6%88%91%e5%80%91-contact-us	C:/My%20Websites/slowpacestudio/studioslowpace.wixsite.com/slowpacestudio/%e8%81%af%e7%b5%a1%e6%88%91%e5%80%91-contact-us.html	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:14	805/805	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202026%2002:57:14%20GMT	https://static.wixstatic.com/media/fc4bd9_23f9876549ac49f6a27ad63ed28cc2fc~mv2.jpg/v1/fill/w_70,h_47,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/fc4bd9_23f9876549ac49f6a27ad63ed28cc2fc~mv2.jpg	C:/My%20Websites/slowpacestudio/static.wixstatic.com/media/fc4bd9_23f9876549ac49f6a27ad63ed28cc2fc_mv2.jpg/v1/fill/w_70,h_47,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/fc4bd9_23f9876549ac49f6a27ad63ed28cc2fc_mv2.jpg	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:15	26144/26144	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202026%2002:57:15%20GMT	https://static.wixstatic.com/media/fc4bd9_0249e88e2e284d1b8c00788960ea6c8c~mv2.jpg/v1/fill/w_588,h_218,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/header_r1_edited.jpg	C:/My%20Websites/slowpacestudio/static.wixstatic.com/media/fc4bd9_0249e88e2e284d1b8c00788960ea6c8c_mv2.jpg/v1/fill/w_588,h_218,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/header_r1_edited.jpg	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:15	59675/59675	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jun%202026%2002:57:15%20GMT	https://static.wixstatic.com/media/fc4bd9_ff0c55c881134397a08e64979248f3d7~mv2.png/v1/fill/w_364,h_306,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/logo(%e6%ad%a3%e6%96%b9)_%e5%b7%a5%e4%bd%9c%e5%8d%80%e5%9f%9f%201.png	C:/My%20Websites/slowpacestudio/static.wixstatic.com/media/fc4bd9_ff0c55c881134397a08e64979248f3d7_mv2.png/v1/fill/w_364,h_306,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/logo(%e6%ad%a3%e6%96%b9)_%e5%b7%a5%e4%bd%9c%e5%8d%80%e5%9f%9f%201.png	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:15	70024/70024	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jun%202026%2002:57:16%20GMT	https://static.wixstatic.com/media/fc4bd9_e4d68be3d87448129b9e2ea43c54a44e~mv2.png/v1/crop/x_642,y_456,w_510,h_1194/fill/w_170,h_398,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_1118_PNG.png	C:/My%20Websites/slowpacestudio/static.wixstatic.com/media/fc4bd9_e4d68be3d87448129b9e2ea43c54a44e_mv2.png/v1/crop/x_642,y_456,w_510,h_1194/fill/w_170,h_398,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_1118_PNG.png	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:16	58502/58502	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jun%202026%2002:57:16%20GMT	https://static.wixstatic.com/media/fc4bd9_e2123b8be3cf4635b78bf6af2bbaf1ec~mv2.png/v1/crop/x_1044,y_375,w_552,h_1377/fill/w_184,h_459,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_1117_PNG.png	C:/My%20Websites/slowpacestudio/static.wixstatic.com/media/fc4bd9_e2123b8be3cf4635b78bf6af2bbaf1ec_mv2.png/v1/crop/x_1044,y_375,w_552,h_1377/fill/w_184,h_459,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_1117_PNG.png	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:16	907307/907307	---M--	200	added ('OK')	image/gif	etag:%22893b739c6883b78644c1a5d697ae78f2%22	https://static.wixstatic.com/media/fc4bd9_d97273a9f37a40e19babc825bdb05866~mv2.gif	C:/My%20Websites/slowpacestudio/static.wixstatic.com/media/fc4bd9_d97273a9f37a40e19babc825bdb05866_mv2.gif	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:16	4329/4329	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jun%202026%2002:57:16%20GMT	https://static.wixstatic.com/media/11062b_55e4be1e75564866b6c28290f9a9d271~mv2.png/v1/fill/w_39,h_39,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_55e4be1e75564866b6c28290f9a9d271~mv2.png	C:/My%20Websites/slowpacestudio/static.wixstatic.com/media/11062b_55e4be1e75564866b6c28290f9a9d271_mv2.png/v1/fill/w_39,h_39,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_55e4be1e75564866b6c28290f9a9d271_mv2.png	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:17	30043/30043	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jun%202026%2002:57:17%20GMT	https://static.wixstatic.com/media/fc4bd9_ff0c55c881134397a08e64979248f3d7~mv2.png/v1/fill/w_236,h_232,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/fc4bd9_ff0c55c881134397a08e64979248f3d7~mv2.png	C:/My%20Websites/slowpacestudio/static.wixstatic.com/media/fc4bd9_ff0c55c881134397a08e64979248f3d7_mv2.png/v1/fill/w_236,h_232,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/fc4bd9_ff0c55c881134397a08e64979248f3d7_mv2.png	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:17	2509/2509	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Jun%202026%2002:57:17%20GMT	https://studioslowpace.wixsite.com/${s.uri}	C:/My%20Websites/slowpacestudio/studioslowpace.wixsite.com/${s.1a.delayed	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:18	2507/2507	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Jun%202026%2002:57:18%20GMT	https://studioslowpace.wixsite.com/window.location.href	C:/My%20Websites/slowpacestudio/studioslowpace.wixsite.com/window.location.1b.delayed	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:18	131854/131854	---M-Z	200	added ('OK')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	C:/My%20Websites/slowpacestudio/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:18	3323/3323	---M-Z	200	added ('OK')	application/javascript	etag:%22ccf0e1db3811d44808d97a63c7a72d1f%22	https://browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	C:/My%20Websites/slowpacestudio/browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:19	2508/2508	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Jun%202026%2002:57:19%20GMT	https://studioslowpace.wixsite.com/sitemap.xml	C:/My%20Websites/slowpacestudio/studioslowpace.wixsite.com/sitemap.1e.delayed	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:19	2510/2510	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Jun%202026%2002:57:19%20GMT	https://studioslowpace.wixsite.com/api/	C:/My%20Websites/slowpacestudio/studioslowpace.wixsite.com/api/index.html	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:19	2508/2508	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Jun%202026%2002:57:19%20GMT	https://studioslowpace.wixsite.com/feed.xml	C:/My%20Websites/slowpacestudio/studioslowpace.wixsite.com/feed.1f.delayed	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:19	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/My%20Websites/slowpacestudio/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:19	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/My%20Websites/slowpacestudio/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:19	2508/2508	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Jun%202026%2002:57:19%20GMT	https://studioslowpace.wixsite.com/envelope/	C:/My%20Websites/slowpacestudio/studioslowpace.wixsite.com/envelope/index.html	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:20	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Websites/slowpacestudio/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:20	151307/151307	---M-Z	200	added ('OK')	application/javascript	etag:W/%226f6a88488b125aea8c8a541d0fd0b768%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.8a79fac6.bundle.min.js	C:/My%20Websites/slowpacestudio/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.8a79fac6.bundle.min.js	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:20	221119/221119	---M-Z	200	added ('OK')	application/javascript	etag:W/%222f2e9245ace65a89a888441b78d31be7%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.4af3a3b4.bundle.min.js	C:/My%20Websites/slowpacestudio/static.parastorage.com/services/wix-thunderbolt/dist/main.4af3a3b4.bundle.min.js	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:20	152/152	---M-Z	200	added ('OK')	application/javascript	etag:W/%22063d7456f9155e3e1c25489d3182966d%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.99fa8096.bundle.min.js	C:/My%20Websites/slowpacestudio/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.99fa8096.bundle.min.js	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:20	3828/3828	---M-Z	200	added ('OK')	application/javascript	etag:W/%22aef38bbd7e062b16982a758b0d21a137%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/My%20Websites/slowpacestudio/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:21	2508/2508	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Jun%202026%2002:57:21%20GMT	https://studioslowpace.wixsite.com/e	C:/My%20Websites/slowpacestudio/studioslowpace.wixsite.com/e.27.delayed	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:21	9414/9414	---M-Z	200	added ('OK')	application/javascript	etag:W/%223430fcb37d390d2d7dedf0c95ef9c202%22	https://static.parastorage.com/services/tag-manager-client/1.1066.0/siteTags.bundle.min.js	C:/My%20Websites/slowpacestudio/static.parastorage.com/services/tag-manager-client/1.1066.0/siteTags.bundle.min.js	(from https://studioslowpace.wixsite.com/slowpacestudio)
10:57:22	2505/2505	---MCZ	400	error ('Bad%20Request')	text/html	date:Mon,%2001%20Jun%202026%2002:57:22%20GMT	https://studioslowpace.wixsite.com/slowpacestudio/C,location.href	C:/My%20Websites/slowpacestudio/studioslowpace.wixsite.com/slowpacestudio/C,location.29.delayed	(from https://studioslowpace.wixsite.com/slowpacestudio/%e5%89%af%e6%9c%ac-%e8%87%aa%e4%b8%bb%e4%bc%81%e5%8a%83-passion-project)
10:57:22	2509/2509	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Jun%202026%2002:57:22%20GMT	https://studioslowpace.wixsite.com/slowpacestudio/t	C:/My%20Websites/slowpacestudio/studioslowpace.wixsite.com/slowpacestudio/t.2a.delayed	(from https://studioslowpace.wixsite.com/slowpacestudio/%e5%89%af%e6%9c%ac-%e8%87%aa%e4%b8%bb%e4%bc%81%e5%8a%83-passion-project)
10:57:23	2510/2510	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Jun%202026%2002:57:23%20GMT	https://studioslowpace.wixsite.com/slowpacestudio/o	C:/My%20Websites/slowpacestudio/studioslowpace.wixsite.com/slowpacestudio/o.2b.delayed	(from https://studioslowpace.wixsite.com/slowpacestudio/%e5%89%af%e6%9c%ac-%e8%87%aa%e4%b8%bb%e4%bc%81%e5%8a%83-passion-project)
10:57:25	859888/859888	---MCZ	200	added ('OK')	text/html	etag:W/%22c0c1f0f0b43144956b3cff4c7a979519%22	https://studioslowpace.wixsite.com/slowpacestudio/%e7%a9%ba%e9%96%93%e5%85%b1%e5%ad%b8	C:/My%20Websites/slowpacestudio/studioslowpace.wixsite.com/slowpacestudio/%e7%a9%ba%e9%96%93%e5%85%b1%e5%ad%b8.html	(from https://studioslowpace.wixsite.com/slowpacestudio/%e5%89%af%e6%9c%ac-%e8%87%aa%e4%b8%bb%e4%bc%81%e5%8a%83-passion-project)
10:57:25	5987/5987	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202026%2002:57:25%20GMT	https://static.wixstatic.com/media/fc4bd9_42420fbb829843cc9580f55cba7a76b7~mv2.jpg/v1/fill/w_170,h_170,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_0977_edited_edited.jpg	C:/My%20Websites/slowpacestudio/static.wixstatic.com/media/fc4bd9_42420fbb829843cc9580f55cba7a76b7_mv2.jpg/v1/fill/w_170,h_170,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_0977_edited_edited.jpg	(from https://studioslowpace.wixsite.com/slowpacestudio/%e5%89%af%e6%9c%ac-%e8%87%aa%e4%b8%bb%e4%bc%81%e5%8a%83-passion-project)
10:57:25	5602/5602	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202026%2002:57:25%20GMT	https://static.wixstatic.com/media/fc4bd9_942e804ff7d347d9a1eb38c23be15b5d~mv2.jpg/v1/fill/w_170,h_170,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_0980_edited.jpg	C:/My%20Websites/slowpacestudio/static.wixstatic.com/media/fc4bd9_942e804ff7d347d9a1eb38c23be15b5d_mv2.jpg/v1/fill/w_170,h_170,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_0980_edited.jpg	(from https://studioslowpace.wixsite.com/slowpacestudio/%e5%89%af%e6%9c%ac-%e8%87%aa%e4%b8%bb%e4%bc%81%e5%8a%83-passion-project)
10:57:27	897382/897382	---MCZ	200	added ('OK')	text/html	etag:W/%22a13180a61f5161d14fb401530ea92e95%22	https://studioslowpace.wixsite.com/slowpacestudio/%e4%be%86%e4%b8%80%e5%a0%b4%e8%ab%87%e8%a9%b1	C:/My%20Websites/slowpacestudio/studioslowpace.wixsite.com/slowpacestudio/%e4%be%86%e4%b8%80%e5%a0%b4%e8%ab%87%e8%a9%b1.html	(from https://studioslowpace.wixsite.com/slowpacestudio/%e5%89%af%e6%9c%ac-%e8%87%aa%e4%b8%bb%e4%bc%81%e5%8a%83-passion-project)
10:57:28	8049/8049	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202026%2002:57:28%20GMT	https://static.wixstatic.com/media/fc4bd9_bc033a575e4d49509df49a6643d8c1a5~mv2.jpg/v1/fill/w_170,h_170,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_0978_edited.jpg	C:/My%20Websites/slowpacestudio/static.wixstatic.com/media/fc4bd9_bc033a575e4d49509df49a6643d8c1a5_mv2.jpg/v1/fill/w_170,h_170,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_0978_edited.jpg	(from https://studioslowpace.wixsite.com/slowpacestudio/%e5%89%af%e6%9c%ac-%e8%87%aa%e4%b8%bb%e4%bc%81%e5%8a%83-passion-project)
10:57:28	821663/821663	---MCZ	200	added ('OK')	text/html	etag:W/%2231bcbe104045b3c430f2efd0dfdb280b%22	https://studioslowpace.wixsite.com/slowpacestudio/%e5%9c%8d%e7%88%90%e8%ae%80%e6%9b%b8	C:/My%20Websites/slowpacestudio/studioslowpace.wixsite.com/slowpacestudio/%e5%9c%8d%e7%88%90%e8%ae%80%e6%9b%b8.html	(from https://studioslowpace.wixsite.com/slowpacestudio/%e5%89%af%e6%9c%ac-%e8%87%aa%e4%b8%bb%e4%bc%81%e5%8a%83-passion-project)
10:57:28	5988/5988	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202026%2002:57:28%20GMT	https://static.wixstatic.com/media/fc4bd9_2f2e86b140804d71a2b3e726f6894475~mv2.jpg/v1/fill/w_170,h_170,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_0980_edited.jpg	C:/My%20Websites/slowpacestudio/static.wixstatic.com/media/fc4bd9_2f2e86b140804d71a2b3e726f6894475_mv2.jpg/v1/fill/w_170,h_170,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_0980_edited.jpg	(from https://studioslowpace.wixsite.com/slowpacestudio/%e5%89%af%e6%9c%ac-%e8%87%aa%e4%b8%bb%e4%bc%81%e5%8a%83-passion-project)
10:57:29	781860/781860	---MCZ	200	added ('OK')	text/html	etag:W/%220ae99401c40aabb6f5243386d91133c3%22	https://studioslowpace.wixsite.com/slowpacestudio/%e5%96%83%e5%96%83%e6%b8%a1%e6%ad%a5	C:/My%20Websites/slowpacestudio/studioslowpace.wixsite.com/slowpacestudio/%e5%96%83%e5%96%83%e6%b8%a1%e6%ad%a5.html	(from https://studioslowpace.wixsite.com/slowpacestudio/%e5%89%af%e6%9c%ac-%e8%87%aa%e4%b8%bb%e4%bc%81%e5%8a%83-passion-project)
10:57:29	7903/7903	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202026%2002:57:29%20GMT	https://static.wixstatic.com/media/fc4bd9_602b36a7ba874177ad8933f6a1477654~mv2.jpg/v1/fill/w_170,h_170,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_0980_edited.jpg	C:/My%20Websites/slowpacestudio/static.wixstatic.com/media/fc4bd9_602b36a7ba874177ad8933f6a1477654_mv2.jpg/v1/fill/w_170,h_170,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/IMG_0980_edited.jpg	(from https://studioslowpace.wixsite.com/slowpacestudio/%e5%89%af%e6%9c%ac-%e8%87%aa%e4%b8%bb%e4%bc%81%e5%8a%83-passion-project)
